company,ticker,cik,cusip,,
"TRAWS PHARMA, INC.",TRAW,1130598,68232V884,,
"TREACE MEDICAL CONCEPTS, INC.",TMCI,1630627,89455T109,,
TREASURE GLOBAL INC,TGL,1905956,89458T304,,
TREDEGAR CORP,TG,850429,894650100,,
"TREEHOUSE FOODS, INC.",THS,1320695,89469A104,,
TREES CORP (COLORADO),CANN,1477009,13057Q107,,
TRENCHANT TECHNOLOGIES CAPITAL CORP.,AITTF,1520556,G8994E103,,
"TREVI THERAPEUTICS, INC.",TRVI,1563880,89532M101,,
TREX CO INC,TREX,1069878,89531P105,,
"TRI POINTE HOMES, INC.",TPH,1561680,87265H909,,
TRI-CONTINENTAL CORP,TY,99614,895436103,,
TRI-CONTINENTAL CORP,TY-P,99614,895436103,,
"TRI-COUNTY FINANCIAL GROUP, INC.",TYFG,1725262,12621E103,,
TRICO BANCSHARES /,TCBK,356171,896095106,,
TRIDENT DIGITAL TECH HOLDINGS LTD,TDTH,1983550,75629J101,,
TRIFECTA GOLD LTD,TRRFF,1713979,G87572163,,
TRILINC GLOBAL IMPACT FUND LLC,TRLC,1550453,003013109,,
TRILLER GROUP INC.,ILLR,1769624,895970101,,
TRILLER GROUP INC.,ILLRW,1769624,895970101,,
TRILLION ENERGY INTERNATIONAL INC.,TRLEF,1648636,87241l109,,
TRILOGY METALS INC.,TMQ,1543418,89621C105,,
TRIMAS CORP,TRS,842633,896215209,,
TRIMBLE INC.,TRMB,864749,896239100,,
"TRINET GROUP, INC.",TNET,937098,896288107,,
TRINITY BIOTECH PLC,TRIB,888721,896438504,,
TRINITY CAPITAL INC.,TRIN,1786108,896442308,,
TRINITY CAPITAL INC.,TRINI,1786108,896442308,,
TRINITY CAPITAL INC.,TRINZ,1786108,896442308,,
TRINITY INDUSTRIES INC,TRN,99780,896522909,,
TRINITY PLACE HOLDINGS INC.,TPHS,724742,89656D101,,
TRINSEO PLC,TSE,1519061,G9059U107,,
TRIO PETROLEUM CORP,TPET,1898766,30049A107,,
TRIO-TECH INTERNATIONAL,TRT,732026,H50430232,,
TRIP.COM GROUP LTD,TCOM,1269238,89677Q107,,
TRIP.COM GROUP LTD,TRPCF,1269238,89677Q107,,
"TRIPADVISOR, INC.",TRIP,1526520,896945201,,
TRIPLE FLAG PRECIOUS METALS CORP.,TFPM,1829726,89679M104,,
TRIPLEPOINT VENTURE GROWTH BDC CORP.,TPVG,1580345,89677Y100,,
"TRISALUS LIFE SCIENCES, INC.",TLSI,1826667,89680M101,,
"TRISALUS LIFE SCIENCES, INC.",TLSIW,1826667,89680M101,,
TRITON INTERNATIONAL LTD,TRTN-PA,1660734,G8021C104,,
TRITON INTERNATIONAL LTD,TRTN-PB,1660734,G8021C104,,
TRITON INTERNATIONAL LTD,TRTN-PC,1660734,G8021C104,,
TRITON INTERNATIONAL LTD,TRTN-PD,1660734,G8021C104,,
TRITON INTERNATIONAL LTD,TRTN-PE,1660734,G8021C104,,
TRITON INTERNATIONAL LTD,TRTN-PF,1660734,G8021C104,,
"TRIUMPH FINANCIAL, INC.",TFIN,1539638,89679E300,,
"TRIUMPH FINANCIAL, INC.",TFIN-P,1539638,89679E300,,
TRIUMPH GOLD CORP.,TIGCF,1387473,85512U303,,
TRIUNITY BUSINESS SERVICES LTD,TYBB,2025878,911312106,,
TRIVAGO N.V.,TRVG,1683825,89686D303,,
TRON INC.,TRON,1956744,465741106,,
TRONOX HOLDINGS PLC,TROX,1530804,G9087Q102,,
"TROOPS, INC. /CAYMAN ISLANDS/",TROO,1412095,86887P309,,
"TRUBRIDGE, INC.",TBRG,1169445,205306103,,
"TRUEBLUE, INC.",TBI,768899,89785X101,,
"TRUECAR, INC.",TRUE,1327318,89785L107,,
"TRUGOLF HOLDINGS, INC.",TRUG,1857086,74346Y103,,
TRUIST FINANCIAL CORP,TFC,92230,89832Q109,,
TRUIST FINANCIAL CORP,TFC-PI,92230,89832Q109,,
TRUIST FINANCIAL CORP,TFC-PO,92230,89832Q109,,
TRUIST FINANCIAL CORP,TFC-PR,92230,89832Q109,,
TRULIEVE CANNABIS CORP.,TCNNF,1754195,89788C104,,
TRUMP MEDIA & TECHNOLOGY GROUP CORP.,DJT,1849635,25400Q105,,
TRUMP MEDIA & TECHNOLOGY GROUP CORP.,DJTWW,1849635,25400Q105,,
TRUMPTECH DIGITAL EDUCATION GROUP LTD,TTEI,2053475,14020Y409,,
"TRUPANION, INC.",TRUP,1371285,898202106,,
TRUSTCO BANK CORP N Y,TRST,357301,898349204,,
TRUSTMARK CORP,TRMK,36146,898402102,,
TRX GOLD CORP,TRX,1173643,85512U303,,
TRYHARD HOLDINGS LTD,THH,2044241,560292302,,
TSAKOS ENERGY NAVIGATION LTD,TEN,1166663,G9108L173,,
TSAKOS ENERGY NAVIGATION LTD,TEN-PE,1166663,G9108L173,,
TSAKOS ENERGY NAVIGATION LTD,TEN-PF,1166663,G9108L173,,
"TSCAN THERAPEUTICS, INC.",TCRX,1783328,92840H400,,
"TSS, INC.",TSSI,1320760,401617105,,
"TTEC HOLDINGS, INC.",TTEC,1013880,89854H102,,
TTM TECHNOLOGIES INC,TTMI,1116942,87305R109,,
TUCOWS INC /PA/,TCX,909494,898697206,,
TUDOR GOLD CORP.,TDRRF,1921050,85512U303,,
"TUHURA BIOSCIENCES, INC./NV",HURA,1498382,898920103,,
TUNGRAY TECHNOLOGIES INC,TRSG,1943444,90353T100,,
TUNIU CORP,TOUR,1597095,909218406,,
"TURBO ENERGY, S.A.",TURB,1963439,91688R108,,
TURKCELL ILETISIM HIZMETLERI A S,TKC,1071321,900111204,,
"TURNING POINT BRANDS, INC.",TPB,1290677,90041L105,,
"TURNONGREEN, INC.",TOGI,1349706,45780L104,,
"TURNONGREEN, INC.",TOGIW,1349706,45780L104,,
TURTLE BEACH CORP,TBCH,1493761,900450206,,
TUSIMPLE HOLDINGS INC.,TSPH,1823593,90089L108,,
TUTOR PERINI CORP,TPC,77543,901109908,,
TUYA INC.,TUYA,1829118,90114C107,,
TV CHANNELS NETWORK INC.,TVCN,1952670,00503R409,,
"TVARDI THERAPEUTICS, INC.",TVRD,1346830,140755307,,
"TWFG, INC.",TWFG,2007596,87318A101,,
TWILIO INC,TWLO,1447669,90138f102,,
TWIN DISC INC,TWIN,100378,901476101,,
TWIN HOSPITALITY GROUP INC.,TWNP,2011954,88338K103,,
"TWIN VEE POWERCATS, CO.",VEEE,1855509,90177C200,,
TWIST BIOSCIENCE CORP,TWST,1581280,90184D900,,
TWO HANDS CORP,TWOH,1494413,80004C200,,
TWO HARBORS INVESTMENT CORP.,TWO,1465740,90187B804,,
TWO HARBORS INVESTMENT CORP.,TWO-PC,1465740,90187B804,,
TWO HARBORS INVESTMENT CORP.,TWO-PB,1465740,90187B804,,
TWO HARBORS INVESTMENT CORP.,TWO-PA,1465740,90187B804,,
TWO HARBORS INVESTMENT CORP.,TWOD,1465740,90187B804,,
TXNM ENERGY INC,TXNM,1108426,69349H107,,
"TXO PARTNERS, L.P.",TXO,1559432,87313P103,,
TYLER TECHNOLOGIES INC,TYL,860731,902252105,,
"TYRA BIOSCIENCES, INC.",TYRA,1863127,90240B106,,
"TYSON FOODS, INC.",TSN,100493,902494103,,
U POWER LTD,UCAR,1939780,631512209,,
U S GLOBAL INVESTORS INC,GROW,754811,91729J107,,
U S PHYSICAL THERAPY INC /NV,USPH,885978,90337L108,,
U-BX TECHNOLOGY LTD.,UBXG,1888525,23355L106,,
U-HAUL HOLDING CO /NV/,UHAL,4457,023586100,,
U-HAUL HOLDING CO /NV/,UHAL-B,4457,023586100,,
U.S. GOLD CORP.,USAU,27093,85512U303,,
U.S. GOLDMINING INC.,USGO,1947244,38149E101,,
U.S. GOLDMINING INC.,USGOW,1947244,38149E101,,
"UBER TECHNOLOGIES, INC",UBER,1543151,90353T100,,
UBIQUITI INC.,UI,1511737,90353W103,,
UBS AG,AMUB,1114446,82674r103,,
UBS AG,BDCX,1114446,82674r103,,
UBS AG,BDCZ,1114446,82674r103,,
UBS AG,CEFD,1114446,82674r103,,
UBS AG,CEFZ,1114446,82674r103,,
UBS AG,HDLB,1114446,82674r103,,
UBS AG,IFED,1114446,82674r103,,
UBS AG,IWDL,1114446,82674r103,,
UBS AG,IWFL,1114446,82674r103,,
UBS AG,IWML,1114446,82674r103,,
UBS AG,MLPB,1114446,82674r103,,
UBS AG,MLPR,1114446,82674r103,,
UBS AG,MTUL,1114446,82674r103,,
UBS AG,MVRL,1114446,82674r103,,
UBS AG,PFFL,1114446,82674r103,,
UBS AG,QULL,1114446,82674r103,,
UBS AG,SCDL,1114446,82674r103,,
UBS AG,SMHB,1114446,82674r103,,
UBS AG,UCIB,1114446,82674r103,,
UBS AG,USML,1114446,82674r103,,
UBS GROUP AG,UBS,1610520,H42097107,,
UC ASSET LP,UCASU,1723517,02115D208,,
UCLOUDLINK GROUP INC.,UCL,1775898,76009N100,,
UCOMMUNE INTERNATIONAL LTD,UK,1821424,G8021C104,,
UCOMMUNE INTERNATIONAL LTD,UKOMW,1821424,G8021C104,,
UCORE RARE METALS INC.,UURAF,1495651,82835P103,,
"UDEMY, INC.",UDMY,1607939,902685106,,
"UDR, INC.",UDR,74208,902653104,,
UFP INDUSTRIES INC,UFPI,912767,90278Q108,,
UFP TECHNOLOGIES INC,UFPT,914156,902673902,,
UGI CORP /PA/,UGI,884614,907818108,,
"UIPATH, INC.",PATH,1734722,90364p105,,
UL SOLUTIONS INC.,ULS,1901440,903731107,,
"ULTA BEAUTY, INC.",ULTA,1403568,90384S303,,
"ULTIMATE HOLDINGS GROUP, INC.",UHGI,1888846,53190C102,,
"ULTRA CLEAN HOLDINGS, INC.",UCTT,1275014,90385V107,,
ULTRA HIGH POINT HOLDINGS LTD,UHP,2034767,689164101,,
ULTRAGENYX PHARMACEUTICAL INC.,RARE,1515673,90400D108,,
ULTRALIFE CORP,ULBI,875657,903899102,,
ULTRAPAR HOLDINGS INC,UGP,1094972,91680m107,,
ULTRATREX INC.,UTX,2046954,74584P301,,
UMB FINANCIAL CORP,UMBF,101382,410495204,,
UMB FINANCIAL CORP,UMBFO,101382,410495204,,
"UMBRA COMPANIES, INC.",UCIX,1358099,77311w101,,
UMEWORLD LTD,UMEWF,1114936,m68830112,,
"UMH PROPERTIES, INC.",UMH,752642,863167201,,
"UMH PROPERTIES, INC.",UMH-PD,752642,863167201,,
UNCLE'S ICE CREAM,USIC,1940366,22530J309,,
"UNDER ARMOUR, INC.",UAA,1336917,904311107,,
"UNDER ARMOUR, INC.",UA,1336917,904311107,,
UNI-FUELS HOLDINGS LTD,UFG,2021688,g6683n103,,
"UNICYCIVE THERAPEUTICS, INC.",UNCY,1766140,90466Y202,,
UNIFI INC,UFI,100726,904677200,,
UNIFIRST CORP,UNF,717954,904708104,,
UNILEVER PLC,UL,217410,G92087165,,
UNILEVER PLC,UNLYF,217410,G92087165,,
UNION BANKSHARES INC,UNB,706863,65406E102,,
UNION ELECTRIC CO,UELMO,100826,369604103,,
UNION ELECTRIC CO,UEPCN,100826,369604103,,
UNION ELECTRIC CO,UEPEO,100826,369604103,,
UNION ELECTRIC CO,UEPEP,100826,369604103,,
UNION ELECTRIC CO,UEPCP,100826,369604103,,
UNION ELECTRIC CO,UEPEM,100826,369604103,,
UNION ELECTRIC CO,UEPEN,100826,369604103,,
UNION ELECTRIC CO,UEPCO,100826,369604103,,
UNION PACIFIC CORP,UNP,100885,09234E102,,
UNIQURE N.V.,QURE,1590560,N90064101,,
UNISYS CORP,UIS,746838,909214306,,
UNIT CORP,UNTC,798949,909218406,,
UNIT CORP,UNTCW,798949,909218406,,
"UNITED AIRLINES HOLDINGS, INC.",UAL,100517,910047109,,
UNITED BANCORP INC /OH/,UBCP,731653,909911109,,
UNITED BANCSHARES INC/OH,UBOH,1087456,909911109,,
UNITED BANKSHARES INC/WV,UBSI,729986,909907107,,
UNITED BREWERIES CO INC,CCU,888746,910340108,,
UNITED COMMUNITY BANKS INC,UCB,857855,204149108,,
UNITED COMMUNITY BANKS INC,UCB-PI,857855,204149108,,
UNITED EXPRESS INC.,UNXP,1751707,716382106,,
UNITED FIRE GROUP INC,UFCS,101199,910340108,,
UNITED GUARDIAN INC,UG,101295,910571108,,
"UNITED HEALTH PRODUCTS, INC.",UEEC,1096938,91059d100,,
"UNITED HOMES GROUP, INC.",UHG,1830188,91060H108,,
"UNITED HOMES GROUP, INC.",UHGWW,1830188,91060H108,,
UNITED MARITIME CORP,USEA,1912847,Y92335101,,
UNITED MICROELECTRONICS CORP,UMC,1033767,910873405,,
UNITED NATURAL FOODS INC,UNFI,1020859,911163103,,
UNITED PARCEL SERVICE INC,UPS,1090727,911312106,,
UNITED PARKS & RESORTS INC.,PRKS,1564902,81282V100,,
"UNITED RENTALS, INC.",URI,1067701,911363109,,
UNITED SECURITY BANCSHARES,UBFO,1137547,911460103,,
"UNITED STATES 12 MONTH NATURAL GAS FUND, LP",UNL,1405513,91201T102,,
"UNITED STATES 12 MONTH OIL FUND, LP",USL,1405528,91232n207,,
UNITED STATES ANTIMONY CORP,UAMY,101538,911549103,,
"UNITED STATES BRENT OIL FUND, LP",BNO,1472494,91232n207,,
UNITED STATES COMMODITY INDEX FUNDS TRUST,USCI,1479247,911717106,,
UNITED STATES COMMODITY INDEX FUNDS TRUST,CPER,1479247,911717106,,
"UNITED STATES GASOLINE FUND, LP",UGA,1396878,91201T102,,
UNITED STATES LIME & MINERALS INC,USLM,82020,911922902,,
"UNITED STATES NATURAL GAS FUND, LP",UNG,1376227,91201T102,,
"UNITED STATES OIL FUND, LP",USO,1327068,91232n207,,
UNITED THERAPEUTICS CORP,UTHR,1082554,91307c102,,
UNITED UTILITIES GROUP PLC,UUGRY,1440130,91311E102,,
UNITED UTILITIES GROUP PLC,UUGWF,1440130,91311E102,,
UNITEDHEALTH GROUP INC,UNH,731766,91324P102,,
UNITI GROUP INC.,UNIT,2020795,91325V908,,
UNITIL CORP,UTL,755001,913259107,,
UNITREND ENTERTAINMENT GROUP LTD,INHI,1997950,88034p109,,
UNITY BANCORP INC /NJ/,UNTY,920427,913290102,,
"UNITY BIOTECHNOLOGY, INC.",UNBX,1463361,91381U200,,
UNITY SOFTWARE INC.,U,1810806,91332U101,,
UNIVERSAL CORP /VA/,UVV,102037,913456109,,
UNIVERSAL DISPLAY CORP \PA\,OLED,1005284,91347P905,,
UNIVERSAL ELECTRONICS INC,UEIC,101984,913483103,,
UNIVERSAL HEALTH REALTY INCOME TRUST,UHT,798783,91359E105,,
UNIVERSAL HEALTH SERVICES INC,UHS,352915,913903100,,
"UNIVERSAL INSURANCE HOLDINGS, INC.",UVE,891166,91359V107,,
"UNIVERSAL LOGISTICS HOLDINGS, INC.",ULH,1308208,91388P105,,
"UNIVERSAL SAFETY PRODUCTS, INC.",UUU,102109,913821302,,
UNIVERSAL TECHNICAL INSTITUTE INC,UTI,1261654,913915904,,
UNIVERSE PHARMACEUTICALS INC,UPC,1809616,92532F100,,
UNIVERSITY BANCORP INC /DE/,UNIB,811211,913290102,,
UNIVEST FINANCIAL CORP,UVSP,102212,915271100,,
UNUM GROUP,UNM,5513,91529Y106,,
UNUM GROUP,UNMA,5513,91529Y106,,
"UNUSUAL MACHINES, INC.",UMAC,1956955,91532F102,,
UP FINTECH HOLDING LTD,TIGR,1756699,78485h102,,
UPAY,UPYY,1677897,,,
"UPBOUND GROUP, INC.",UPBD,933036,76009N100,,
"UPEXI, INC.",UPXI,1775194,39959A205,,
"UPLAND SOFTWARE, INC.",UPLD,1505155,91544A109,,
"UPSTART HOLDINGS, INC.",UPST,1647639,91680m107,,
"UPSTREAM BIO, INC.",UPB,2022626,91678A107,,
UPTREND HOLDINGS LTD,UPX,2046370,g6683n103,,
"UPWORK, INC",UPWK,1627475,91688F104,,
UR-ENERGY INC,URG,1375205,91688R108,,
URANIUM ENERGY CORP,UEC,1334933,916896103,,
URANIUM ROYALTY CORP.,UROY,1711570,91702v101,,
URANO ENERGY CORP.,UECXF,1834607,916896103,,
URBAN EDGE PROPERTIES,UE,1611547,91704F104,,
"URBAN ONE, INC.",UONE,1041657,91705J105,,
"URBAN ONE, INC.",UONEK,1041657,91705J105,,
URBAN OUTFITTERS INC,URBN,912615,917047102,,
"URBAN-GRO, INC.",UGRO,1706524,91704K202,,
URGENT.LY INC.,ULY,1603652,916931207,,
UROGEN PHARMA LTD.,URGN,1668243,M96088105,,
URZ3 ENERGY CORP.,URZEF,1398713,402274104,,
US BANCORP \DE\,USB,36104,902973304,,
US BANCORP \DE\,USB-PA,36104,902973304,,
US BANCORP \DE\,USB-PH,36104,902973304,,
US BANCORP \DE\,USB-PP,36104,902973304,,
US BANCORP \DE\,USB-PQ,36104,902973304,,
US BANCORP \DE\,USB-PR,36104,902973304,,
US BANCORP \DE\,USB-PS,36104,902973304,,
US ENERGY CORP,USEG,101594,29272C202,,
US FOODS HOLDING CORP.,USFD,1665918,912008109,,
US NUCLEAR CORP.,UCLE,1543623,670346105,,
"USA COMPRESSION PARTNERS, LP",USAC,1522727,90290N109,,
"USA RARE EARTH, INC.",USAR,1970622,91733P107,,
"USA RARE EARTH, INC.",USARW,1970622,91733P107,,
USANA HEALTH SCIENCES INC,USNA,896264,90328M107,,
"USBC, INC.",USBC,1074828,55354G100,,
"USCB FINANCIAL HOLDINGS, INC.",USCB,1901637,90355N101,,
USD PARTNERS LP,USDP,1610682,LP0000UP4,,
"USIO, INC.",USIO,1088034,917313108,,
USPACE TECHNOLOGY GROUP LIMITED/ADR,USPCY,1939479,25400Q105,,
UTAH MEDICAL PRODUCTS INC,UTMD,706698,917488108,,
UTG INC,UTGN,832480,87318A101,,
UTIME LTD,WTO,1789299,67077M108,,
UTSTARCOM HOLDINGS CORP.,UTSI,1030471,G9310A122,,
"UTZ BRANDS, INC.",UTZ,1739566,988498101,,
UWHARRIE CAPITAL CORP,UWHR,898171,86887Q109,,
UWM HOLDINGS CORP,UWMC,1783398,91823B109,,
UWM HOLDINGS CORP,UWMC-WT,1783398,91823B109,,
UXIN LTD,UXIN,1729173,91818X306,,
UY SCUTI ACQUISITION CORP.,UYSC,2036973,G32901103,,
UY SCUTI ACQUISITION CORP.,UYSCR,2036973,G32901103,,
UY SCUTI ACQUISITION CORP.,UYSCU,2036973,G32901103,,
V F CORP,VFC,103379,918204108,,
"V2X, INC.",VVX,1601548,92242T101,,
VAALCO ENERGY INC /DE/,EGY,894627,91851C201,,
"VACCINEX, INC.",VCNX,1205922,92047W101,,
VAIL RESORTS INC,MTN,812011,91879Q109,,
VALARIS LTD,VAL,314808,g9460g101,,
VALARIS LTD,VAL-WT,314808,g9460g101,,
VALE S.A.,VALE,917851,919134304,,
VALENS SEMICONDUCTOR LTD.,VLN,1863006,M9607U115,,
VALENS SEMICONDUCTOR LTD.,VLN-WT,1863006,M9607U115,,
VALERO ENERGY CORP/TX,VLO,1035002,91913Y100,,
VALHI INC /DE/,VHI,59255,918905209,,
VALLEY NATIONAL BANCORP,VLY,714310,919794107,,
VALLEY NATIONAL BANCORP,VLYPP,714310,919794107,,
VALLEY NATIONAL BANCORP,VLYPO,714310,919794107,,
VALLEY NATIONAL BANCORP,VLYPN,714310,919794107,,
VALMONT INDUSTRIES INC,VMI,102729,902253101,,
VALNEVA SE,VALN,1836564,92025Y103,,
VALUE LINE INC,VALU,717720,920437100,,
VALUENCE MERGER CORP. I,VMCAF,1892747,87422Q109,,
VALUENCE MERGER CORP. I,VMCUF,1892747,87422Q109,,
VALUENCE MERGER CORP. I,VMCWF,1892747,87422Q109,,
VALVOLINE INC,VVV,1674910,92047W101,,
VANDA PHARMACEUTICALS INC.,VNDA,1347178,921659108,,
VANECK BITCOIN ETF,HODL,1838028,92189k105,,
VANECK ETHEREUM ETF,ETHV,1860788,92189F817,,
VANECK MERK GOLD ETF,OUNZ,1546652,921078101,,
VANGUARD GREEN INVESTMENT LTD,VGES,1746119,92206c870,,
VANJIA CORP,VNJA,1532383,404251100,,
VANTAGE CORP (SINGAPORE),VNTG,2027160,53222K205,,
VAREX IMAGING CORP,VREX,1681622,92214X106,,
VARIANT ALTERNATIVE INCOME FUND,NICHX,1736510,638842302,,
VARONIS SYSTEMS INC,VRNS,1361113,922280102,,
VASO CORP,VASO,839087,574599106,,
VAST RENEWABLES LTD,VSTTF,1964630,946885209,,
VAST RENEWABLES LTD,VSTWF,1964630,946885209,,
VASTA PLATFORM LTD,VSTA,1792829,03486T202,,
VAT GROUP AG/ADR,VTTGF,1729514,92243F100,,
"VAXART, INC.",VXRT,72444,92243A200,,
"VAXCYTE, INC.",PCVX,1649094,92243G108,,
VCI GLOBAL LTD,VCIG,1930510,G98218301,,
VEEA INC.,VEEA,1840317,693489122,,
VEEA INC.,VEEAW,1840317,693489122,,
VEECO INSTRUMENTS INC,VECO,103145,922417100,,
VEEVA SYSTEMS INC,VEEV,1393052,922475108,,
"VELO3D, INC.",VELO,1825079,98379L100,,
"VELO3D, INC.",VLDXW,1825079,98379L100,,
"VELOCITY FINANCIAL, INC.",VEL,1692376,92262D101,,
"VEMANTI GROUP, INC.",VMNT,1605057,91325V108,,
VENDOME ACQUISITION CORP I,VNME,2055879,G5093B121,,
VENDOME ACQUISITION CORP I,VNMEU,2055879,G5093B121,,
VENDOME ACQUISITION CORP I,VNMEW,2055879,G5093B121,,
"VENTAS, INC.",VTR,740260,92276F100,,
"VENTURE GLOBAL, INC.",VG,2007855,92333F101,,
"VENTYX BIOSCIENCES, INC.",VTYX,1851194,92332V107,,
VENU HOLDING CORP,VENU,1770501,92333E104,,
VENUS CONCEPT INC.,VERO,1409269,92332W303,,
VEON LTD.,VEON,1468091,81141r100,,
"VERA BRADLEY, INC.",VRA,1495320,92335C106,,
"VERA THERAPEUTICS, INC.",VERA,1831828,98987D300,,
"VERACYTE, INC.",VCYT,1384101,92337F107,,
VERALTO CORP,VLTO,1967680,92338C103,,
VERANO HOLDINGS CORP.,VRNOF,1848416,75321W103,,
"VERASTEM, INC.",VSTM,1526119,92337F107,,
VERAXA BIOTECH HOLDING AG,VRXA,2079109,98956p102,,
"VERDE BIO HOLDINGS, INC.",APHD,1490054,98956P102,,
"VERDE CLEAN FUELS, INC.",VGAS,1841425,923372106,,
"VERDE CLEAN FUELS, INC.",VGASW,1841425,923372106,,
"VERDE RESOURCES, INC.",VRDR,1506929,74955L103,,
VERICEL CORP,VCEL,887359,92346J108,,
"VERIFYME, INC.",VRME,1104038,92346X206,,
VERINT SYSTEMS INC,VRNT,1166388,92343X100,,
"VERIS RESIDENTIAL, INC.",VRE,924901,554489104,,
VERISIGN INC/CA,VRSN,1014473,92343E102,,
"VERISK ANALYTICS, INC.",VRSK,1442145,92345Y106,,
"VERITEX HOLDINGS, INC.",VBTX,1501570,923451108,,
"VERITONE, INC.",VERI,1615165,92347M100,,
VERIZON COMMUNICATIONS INC,VZ,732712,92343V104,,
VERMILION ENERGY INC.,VET,1293135,923725105,,
VERONA PHARMA PLC,VRNA,1657312,G7709Q104,,
VERRA MOBILITY CORP,VRRM,1682745,92511U102,,
VERRICA PHARMACEUTICALS INC.,VRCA,1660334,92511W108,,
VERSABANK,VBNK,1690639,92512j106,,
VERSES AI INC.,VRSSF,1879001,92538j106,,
VERSUS SYSTEMS INC.,VS,1701963,92540Q106,,
VERSUS SYSTEMS INC.,VSSYW,1701963,92540Q106,,
VERTEX PHARMACEUTICALS INC / MA,VRTX,875320,92532F100,,
"VERTEX, INC.",VERX,1806837,30040P103,,
VERTICAL AEROSPACE LTD.,EVTL,1867102,G9471C206,,
VERTICAL AEROSPACE LTD.,EVTWF,1867102,G9471C206,,
VERTIQAL STUDIOS CORP.,VERTF,1178526,91347P105,,
VERTIV HOLDINGS CO,VRT,1674101,92537N108,,
VERU INC.,VERU,863894,92536C103,,
"VESTA REAL ESTATE CORPORATION, S.A.B. DE C.V.",VTMX,1969373,86614g101,,
VESTAND INC.,VSTD,1898604,92276F100,,
"VESTIAGE, INC.",VEST,1594968,92343E102,,
"VESTIBLE ASSETS, LLC",VTBAS,1984345,95790K109,,
VESTIS CORP,VSTS,1967649,42809H107,,
"VEXT SCIENCE, INC.",VEXTF,1778028,82657M105,,
"VIA RENEWABLES, INC.",VIASP,1606268,61218C103,,
"VIA TRANSPORTATION, INC.",VIA,1603015,67066G104,,
VIANT TECHNOLOGY INC.,DSP,1828791,92557a101,,
VIASAT INC,VSAT,797721,92552v100,,
VIATRIS INC,VTRS,1792044,92556V106,,
VIAVI SOLUTIONS INC.,VIAV,912093,925550105,,
VIBRA ENERGIA S.A./ADR,VBREY,1000377,71645Y305,,
"VICAPSYS LIFE SCIENCES, INC.",VICP,1468639,76090R408,,
VICARIOUS SURGICAL INC.,RBOT,1812173,92854B109,,
VICARIOUS SURGICAL INC.,RBOT-WT,1812173,92854B109,,
VICI PROPERTIES INC.,VICI,1705696,925652109,,
VICOR CORP,VICR,751978,925815102,,
VICTORIA'S SECRET & CO.,VSCO,1856437,926400102,,
VICTORY BANCORP INC,VTYB,1509302,913290102,,
"VICTORY CAPITAL HOLDINGS, INC.",VCTR,1570827,92645B103,,
"VIDEO RIVER NETWORKS, INC.",NIHK,1084475,M78673114,,
"VIEMED HEALTHCARE, INC.",VMD,1729149,92663R105,,
VIEWBIX INC.,VBIX,797542,926711300,,
VIKING ACQUISITION CORP I,VACI,2080023,G8431T101,,
VIKING HOLDINGS LTD,VIK,1745201,00BRDXKH1,,
"VIKING THERAPEUTICS, INC.",VKTX,1607678,92686J106,,
"VILLAGE FARMS INTERNATIONAL, INC.",VFF,1584549,92707y108,,
VILLAGE SUPER MARKET INC,VLGEA,103595,927107409,,
"VIMEO, INC.",VMEO,1837686,92346X206,,
VINCE HOLDING CORP.,VNCE,1579157,92719W207,,
"VINCERX PHARMA, INC.",VINC,1796129,72942A107,,
VINCI COMPASS INVESTMENTS LTD.,VINP,1826286,83413U100,,
VINE HILL CAPITAL INVESTMENT CORP.,VCIC,2025396,G6486E102,,
VINE HILL CAPITAL INVESTMENT CORP.,VCICU,2025396,G6486E102,,
VINE HILL CAPITAL INVESTMENT CORP.,VCICW,2025396,G6486E102,,
VINFAST AUTO LTD.,VFS,1913510,052800109,,
VINFAST AUTO LTD.,VFSWW,1913510,052800109,,
"VIOMI TECHNOLOGY CO., LTD",VIOT,1742770,92762J103,,
"VIP PLAY, INC.",VIPZ,1832161,73102V204,,
"VIPER ENERGY, INC.",VNOM,2074176,91688R108,,
VIPER NETWORKS INC,VPER,1133192,002121101,,
VIPSHOP HOLDINGS LTD,VIPS,1529192,92763W103,,
VIQ SOLUTIONS INC.,VQSSF,1777765,925550105,,
"VIR BIOTECHNOLOGY, INC.",VIR,1706431,92764N902,,
"VIRACTA THERAPEUTICS, INC.",VIRX,1061027,488445956,,
VIRAX BIOLABS GROUP LTD,VRAX,1885827,G5005R107,,
VIRBAC SA/ADR,VRBCF,2029969,919134304,,
VIRCO MFG CORPORATION,VIRC,751365,30262F205,,
VIREO GROWTH INC.,VREOF,1771706,53838J105,,
"VIRGIN GALACTIC HOLDINGS, INC",SPCE,1706946,92766K403,,
VIRGINIA NATIONAL BANKSHARES CORP,VABK,1572334,928031103,,
"VIRIDIAN THERAPEUTICS, INC.\DE",VRDN,1590750,92790C104,,
VIRNETX HOLDING CORP,VHC,1082324,92823T207,,
"VIRTRA, INC",VTSI,1085243,92827K301,,
"VIRTU FINANCIAL, INC.",VIRT,1592386,928254101,,
VIRTUS ARTIFICIAL INTELLIGENCE & TECHNOLOGY OPPORTUNITIES FUND,AIO,1778114,92838Y100,,
VIRTUS CONVERTIBLE & INCOME FUND,NCV,1214935,92838U108,,
VIRTUS CONVERTIBLE & INCOME FUND,NCV-PA,1214935,92838U108,,
